T008308,0,B4152,1064.78,-1,-1,-1,2025-03-07 21:11:44.565424,0,1
T074674,19,B3184,3203.99,-1,-1,-1,2025-03-07 21:25:57.177482,0,1
T060990,40,B13,206.13,-1,-1,-1,2025-03-07 21:51:36.187199,0,1
T016976,7,B8308,4720.33,-1,-1,-1,2025-03-07 22:00:30.768777,0,1
T002924,26,B1576,7028.71,-1,-1,-1,2025-03-07 22:03:24.245254,1,1
T070301,91,B5784,1582.85,-1,-1,-1,2025-03-07 22:18:56.083740,0,1
T041206,86,B1149,1818.48,-1,-1,-1,2025-03-07 22:19:59.114396,0,1
T002563,85,B4532,6532.87,-1,-1,-1,2025-03-07 22:38:12.398338,1,1
T067194,91,B5215,3534.02,-1,-1,-1,2025-03-07 23:10:38.144877,0,1
T005009,50,B835,1729.78,-1,-1,-1,2025-03-07 23:20:56.474899,0,1
T088754,41,B8035,3249.45,-1,-1,-1,2025-03-07 23:31:01.207800,0,1
T064066,54,B723,3157.39,-1,-1,-1,2025-03-07 23:31:28.892087,0,1
T093546,72,B8986,1839.47,-1,-1,-1,2025-03-07 23:51:46.654499,0,1
T002516,90,B794,3937.2,-1,-1,-1,2025-03-08 00:38:01.473376,1,1
T042760,75,B6804,1804.79,-1,-1,-1,2025-03-08 00:42:33.037273,0,1
T058014,57,B1777,1099.24,-1,-1,-1,2025-03-08 00:47:15.028463,0,1
T000684,63,B1296,5816.47,-1,-1,-1,2025-03-08 00:55:31.945973,1,1
T046165,35,B6006,3143.47,-1,-1,-1,2025-03-08 00:59:14.442109,0,1
T047468,59,B4627,1832.28,-1,-1,-1,2025-03-08 01:00:01.639799,0,1
T089120,35,B3591,2782.23,-1,-1,-1,2025-03-08 01:07:02.119546,0,1
T094224,53,B6898,4004.99,-1,-1,-1,2025-03-08 01:40:20.159241,0,1
T052114,52,B2093,2350.04,-1,-1,-1,2025-03-08 01:49:44.517695,0,1
T034736,50,B5803,3274.49,-1,-1,-1,2025-03-08 01:49:58.681306,0,1
T000290,79,B7704,5908.81,-1,-1,-1,2025-03-08 02:10:41.852231,1,1
T053785,47,B452,1167.31,-1,-1,-1,2025-03-08 02:12:03.986387,0,1
T083306,21,B5366,4995.91,-1,-1,-1,2025-03-08 02:14:41.443293,0,1
T018378,42,B817,3127.43,-1,-1,-1,2025-03-08 02:36:53.415973,0,1
T031777,70,B3338,3272.13,-1,-1,-1,2025-03-08 02:47:00.859135,0,1
T088166,49,B8102,1838.46,-1,-1,-1,2025-03-08 03:08:36.009588,0,1
T096249,91,B182,1729.29,-1,-1,-1,2025-03-08 03:10:46.615037,0,1
T075672,53,B1083,2895.83,-1,-1,-1,2025-03-08 03:12:22.752633,0,1
T077767,95,B7015,1670.88,-1,-1,-1,2025-03-08 03:14:10.894829,0,1
T021359,77,B1040,2055.97,-1,-1,-1,2025-03-08 03:21:44.867729,0,1
T061843,0,B9751,2687.7,-1,-1,-1,2025-03-08 03:33:56.393155,0,1
T064542,54,B9331,1720.62,-1,-1,-1,2025-03-08 03:35:27.834825,0,1
T005624,57,B8101,2097.95,-1,-1,-1,2025-03-08 03:39:12.094005,0,1
T045242,43,B8724,3958.17,-1,-1,-1,2025-03-08 03:46:23.996353,0,1
T019008,34,B8490,3017.06,-1,-1,-1,2025-03-08 03:49:13.149445,0,1
T012351,2,B8490,2380.96,-1,-1,-1,2025-03-08 03:53:46.859440,0,1
T024002,56,B9808,2581.24,-1,-1,-1,2025-03-08 04:04:44.097463,0,1
T086929,89,B5822,4998.89,-1,-1,-1,2025-03-08 04:19:42.592972,0,1
T001807,51,B5890,5452.72,-1,-1,-1,2025-03-08 04:32:01.618175,1,1
T046870,86,B6320,4783.47,-1,-1,-1,2025-03-08 04:32:53.131103,0,1
T013307,32,B8466,4999.89,-1,-1,-1,2025-03-08 05:16:10.918867,0,1
T000481,17,B5710,7340.82,-1,-1,-1,2025-03-08 05:33:46.297299,1,1
T001133,53,B4535,7029.43,-1,-1,-1,2025-03-08 05:51:53.412269,1,1
T005602,41,B147,4618.56,-1,-1,-1,2025-03-08 06:12:57.215222,0,1
T064283,91,B1814,4065.87,-1,-1,-1,2025-03-08 06:18:47.197803,0,1
T009805,50,B7393,2757.56,-1,-1,-1,2025-03-08 06:21:41.950515,0,1
T002120,78,B4536,5714.66,-1,-1,-1,2025-03-08 06:35:39.458647,1,1
T010389,57,B3439,1575.45,-1,-1,-1,2025-03-08 06:40:12.913527,0,1
T069190,0,B5350,1097.87,-1,-1,-1,2025-03-08 06:49:11.883283,0,1
T077776,43,B3027,4724.29,-1,-1,-1,2025-03-08 07:10:11.799147,0,1
T008017,91,B3186,1770.36,-1,-1,-1,2025-03-08 07:28:43.996908,0,1
T019134,53,B6316,2484.11,-1,-1,-1,2025-03-08 07:37:02.421848,0,1
T068394,76,B3546,1103.98,-1,-1,-1,2025-03-08 08:05:13.308677,0,1
T001174,97,B6547,5523.6,-1,-1,-1,2025-03-08 08:12:12.835655,1,1
T033720,48,B6347,3242.52,-1,-1,-1,2025-03-08 08:18:29.425594,0,1
T009077,54,B2484,3497.95,-1,-1,-1,2025-03-08 08:30:37.231632,0,1
T002735,27,B4814,5891.65,-1,-1,-1,2025-03-08 08:32:53.195722,1,1
T064366,35,B2749,2820.28,-1,-1,-1,2025-03-08 08:38:22.221138,0,1
T081391,72,B2443,1726.13,-1,-1,-1,2025-03-08 08:53:41.497016,0,1
T089207,30,B3146,4993.02,-1,-1,-1,2025-03-08 09:36:18.980834,0,1
T032559,55,B977,2571.24,-1,-1,-1,2025-03-08 09:36:49.042826,0,1
T037305,34,B2332,2370.61,-1,-1,-1,2025-03-08 09:52:46.418504,0,1
T001836,82,B5122,5560.31,-1,-1,-1,2025-03-08 10:25:02.001401,1,1
T058749,88,B6910,3930.57,-1,-1,-1,2025-03-08 10:32:28.816519,0,1
T000882,56,B3292,3740.93,-1,-1,-1,2025-03-08 10:36:17.284662,1,1
T002153,77,B3092,6226.11,-1,-1,-1,2025-03-08 10:40:50.695039,1,1
T018771,57,B3464,2628.14,-1,-1,-1,2025-03-08 10:57:28.640908,0,1
